Configured with email username  None , password  False
_sa_instance_state, elasticsearch, id, intensity, negativity, position, recommended, timestamp, url, user_id
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4eb070>","36","3891","0","1","4","1","2021-09-21 16:16:07.902141","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/14e13670462dd4e0cec234c3b7f99432/web/OPS/cciobjects.json&hash=6e27552b152ca10d023a#/pages/4-5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4eb130>","27","3892","0","0","5","1","2021-09-21 16:16:08.296363","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/28/4","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4eb1f0>","44","3893","0","0","0","1","2021-09-21 16:16:48.514598","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/6/1","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4eb2b0>","88","3894","0","0","1","1","2021-09-21 16:16:48.939121","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/8/4","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4eb370>","3","3895","1","0","2","1","2021-09-21 16:16:49.751200","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4eb430>","89","3896","0","0","3","1","2021-09-21 16:16:49.777226","https://www.nrc.nl/nieuws/2021/09/20/afghanistan-werkverbod-voor-vrouwelijke-ambtenaren-kabul-a4058865#20210920-79814-114","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4eb4f0>","47","3897","0","3","4","1","2021-09-21 16:16:50.786242","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/5/2","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4eb5b0>","59","3898","0","0","5","1","2021-09-21 16:16:51.414760","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/2/1","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4eb670>","42","3899","0","0","0","1","2021-09-21 16:17:24.366183","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/46/5","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4eb730>","6","3900","1","0","1","1","2021-09-21 16:17:24.975383","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4eb7f0>","95","3901","0","0","2","1","2021-09-21 16:17:25.729609","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/16/5","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4eb8b0>","41","3902","0","0","3","1","2021-09-21 16:17:26.288861","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/38/5","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4eb970>","86","3903","0","0","4","1","2021-09-21 16:17:27.341971","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4eba30>","53","3904","0","1","5","1","2021-09-21 16:17:28.279083","https://www.nrc.nl/nieuws/2021/09/19/kristoffer-broberg-verlost-zichzelf-op-de-dutch-open-van-zes-jaar-in-de-hel-a4058838#20210920-79814-301","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ebaf0>","53","3905","0","1","0","1","2021-09-21 16:27:40.513408","https://www.nrc.nl/nieuws/2021/09/19/kristoffer-broberg-verlost-zichzelf-op-de-dutch-open-van-zes-jaar-in-de-hel-a4058838#20210920-79814-301","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ebbb0>","3","3906","1","0","1","1","2021-09-21 16:27:41.215706","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ebc70>","50","3907","0","0","2","1","2021-09-21 16:27:42.234309","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=df273ff1f1a319320aa7#/pages/32-33","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ebd30>","80","3908","0","0","3","1","2021-09-21 16:27:42.998259","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/26/1","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ebdf0>","95","3909","0","0","4","1","2021-09-21 16:27:43.434087","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/16/5","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ebeb0>","44","3910","0","0","5","1","2021-09-21 16:27:43.487364","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/6/1","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4ebf70>","83","3911","0","0","0","1","2021-09-21 16:31:27.291368","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=3f00acd953dd071830b2#/pages/32-33","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3070>","19","3912","0","1","1","1","2021-09-21 16:31:27.922534","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/14/2","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3130>","90","3913","0","0","2","1","2021-09-21 16:31:28.249371","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/4/2","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f31f0>","44","3914","0","0","3","1","2021-09-21 16:31:29.050117","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/6/1","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f32b0>","86","3915","0","0","4","1","2021-09-21 16:31:29.718758","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3370>","6","3916","1","0","5","1","2021-09-21 16:31:30.195355","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3430>","3","3917","1","0","0","1","2021-09-21 16:46:09.548026","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f34f0>","43","3918","0","0","1","1","2021-09-21 16:46:10.249412","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/14e13670462dd4e0cec234c3b7f99432/web/OPS/cciobjects.json&hash=965e22debd201826f9ed#/pages/8","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f35b0>","54","3919","0","0","2","1","2021-09-21 16:46:10.774019","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=e010b835d2842d02f69d#/pages/4-5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3670>","51","3920","0","1","3","1","2021-09-21 16:46:11.322318","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1365/articles/1449453/5/2","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3730>","90","3921","0","0","4","1","2021-09-21 16:46:12.119725","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/4/2","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f37f0>","58","3922","0","0","5","1","2021-09-21 16:46:12.498134","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/11/2","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f38b0>","55","3923","0","1","0","1","2021-09-21 17:16:13.557717","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/8/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3970>","75","3924","0","0","1","1","2021-09-21 17:16:13.633498","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=0df027e48634fab6980a#/pages/4-5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3a30>","3","3925","1","0","2","1","2021-09-21 17:16:13.901784","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3af0>","44","3926","0","0","3","1","2021-09-21 17:16:14.018565","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/6/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3bb0>","39","3927","0","0","4","1","2021-09-21 17:16:14.118388","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/18/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3c70>","21","3928","0","0","5","1","2021-09-21 17:16:14.695123","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/7/3","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3d30>","30","3929","0","1","0","1","2021-09-21 17:46:16.008950","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/2/5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3df0>","39","3930","0","0","1","1","2021-09-21 17:46:17.117852","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/18/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3eb0>","75","3931","0","0","2","1","2021-09-21 17:46:17.725414","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=0df027e48634fab6980a#/pages/4-5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f3f70>","78","3932","0","0","3","1","2021-09-21 17:46:17.881437","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/2/2","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9070>","86","3933","0","0","4","1","2021-09-21 17:46:18.344729","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9130>","6","3934","1","0","5","1","2021-09-21 17:46:18.411203","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f91f0>","25","3935","0","0","0","1","2021-09-21 18:16:18.857547","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/36/3","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f92b0>","75","3936","0","0","1","1","2021-09-21 18:16:20.289477","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=0df027e48634fab6980a#/pages/4-5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9370>","86","3937","0","0","2","1","2021-09-21 18:16:21.044406","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9430>","38","3938","0","0","3","1","2021-09-21 18:16:21.370860","https://www.nrc.nl/nieuws/2021/09/20/goalgetter-die-wk-finale-van-1966-miste-a4058868#20210920-79814-304","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f94f0>","9","3939","0","1","4","1","2021-09-21 18:16:21.392712","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/9/2","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f95b0>","6","3940","1","0","5","1","2021-09-21 18:16:21.412306","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9670>","21","3941","0","0","0","1","2021-09-21 18:46:22.403365","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/7/3","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9730>","55","3942","0","1","1","1","2021-09-21 18:46:23.626036","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/8/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f97f0>","4","3943","0","0","2","1","2021-09-21 18:46:24.203333","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=cd22038c0469c4d8c0a4#/pages/4-5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f98b0>","61","3944","0","0","3","1","2021-09-21 18:46:24.660258","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=75f87604215f2c903830#/pages/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9970>","6","3945","1","0","4","1","2021-09-21 18:46:25.054928","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9a30>","86","3946","0","0","5","1","2021-09-21 18:46:25.314023","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9af0>","32","3947","0","0","0","1","2021-09-21 19:16:25.759859","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/47/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9bb0>","86","3948","0","0","1","1","2021-09-21 19:16:26.435826","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9c70>","78","3949","0","0","2","1","2021-09-21 19:16:26.462489","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/2/2","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9d30>","33","3950","0","0","3","1","2021-09-21 19:16:26.507812","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=c29c10bb354234f9cbe9#/pages/40","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9df0>","30","3951","0","1","4","1","2021-09-21 19:16:26.531231","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/2/5","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9eb0>","6","3952","1","0","5","1","2021-09-21 19:16:26.554471","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f4f9f70>","86","3953","0","0","0","1","2021-09-21 19:34:28.549824","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1364/articles/1448735/40/5","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f500070>","30","3954","0","1","0","1","2021-09-21 19:34:28.555468","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/2/5","18",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f500130>","2","3955","0","0","1","1","2021-09-21 19:34:29.631830","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/36/2","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f5001f0>","23","3956","0","0","2","1","2021-09-21 19:34:30.002016","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=22e009abd51b2bcb0088#/pages/38-39","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f5002b0>","14","3957","0","0","3","1","2021-09-21 19:34:31.583059","https://krant.trouw.nl/titles/trouw/8321/publications/1359/articles/1448740/12/2","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f500370>","45","3958","0","1","4","1","2021-09-21 19:34:32.854581","https://www.nrc.nl/nieuws/2021/09/19/in-twintig-jaar-van-redder-algerije-tot-diep-verguisde-leider-a4058878#20210920-79814-112","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f500430>","6","3959","1","0","5","1","2021-09-21 19:34:33.333167","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=fb95225aac2fb1742c41#/pages/34","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f5004f0>","78","3960","0","0","1","1","2021-09-21 19:34:33.770782","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/2/2","18",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f5005b0>","3","3961","1","0","2","1","2021-09-21 19:34:34.846014","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/34/1","18",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f500670>","54","3962","0","0","3","1","2021-09-21 19:34:35.301794","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=e010b835d2842d02f69d#/pages/4-5","18",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f500730>","58","3963","0","0","4","1","2021-09-21 19:34:35.925762","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26224/articles/1448739/11/2","18",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f5007f0>","90","3964","0","0","5","1","2021-09-21 19:34:36.665781","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26242/articles/1449456/4/2","18",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f5008b0>","83","3965","0","0","0","1","2021-09-21 19:35:17.143728","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/56726afd44857212b43500815d07de00/web/OPS/cciobjects.json&hash=3f00acd953dd071830b2#/pages/32-33","18",
